GO.ID	Term	Annotated	Significant	Expected	Fisher
150	GO:0030125	clathrin vesicle coat	5	0	0.01	1.000
151	GO:0030126	COPI vesicle coat	5	0	0.01	1.000
152	GO:0030127	COPII vesicle coat	10	0	0.02	1.000
153	GO:0030130	clathrin coat of trans-Golgi network ves...	5	0	0.01	1.000
154	GO:0030131	clathrin adaptor complex	7	0	0.02	1.000
155	GO:0030132	clathrin coat of coated pit	5	0	0.01	1.000
156	GO:0030133	transport vesicle	15	0	0.04	1.000
157	GO:0030134	COPII-coated ER to Golgi transport vesic...	10	0	0.02	1.000
158	GO:0030135	coated vesicle	20	0	0.05	1.000
159	GO:0030136	clathrin-coated vesicle	5	0	0.01	1.000
160	GO:0030137	COPI-coated vesicle	5	0	0.01	1.000
161	GO:0030140	trans-Golgi network transport vesicle	5	0	0.01	1.000
162	GO:0030176	integral component of endoplasmic reticu...	7	0	0.02	1.000
163	GO:0030312	external encapsulating structure	57	0	0.13	1.000
164	GO:0030532	small nuclear ribonucleoprotein complex	9	0	0.02	1.000
165	GO:0030658	transport vesicle membrane	15	0	0.04	1.000
166	GO:0030659	cytoplasmic vesicle membrane	20	0	0.05	1.000
167	GO:0030660	Golgi-associated vesicle membrane	10	0	0.02	1.000
168	GO:0030662	coated vesicle membrane	20	0	0.05	1.000
169	GO:0030663	COPI-coated vesicle membrane	5	0	0.01	1.000
170	GO:0030665	clathrin-coated vesicle membrane	5	0	0.01	1.000
171	GO:0030684	preribosome	11	0	0.03	1.000
172	GO:0030867	rough endoplasmic reticulum membrane	4	0	0.01	1.000
173	GO:0030880	RNA polymerase complex	19	0	0.04	1.000
174	GO:0030896	checkpoint clamp complex	4	0	0.01	1.000
175	GO:0030904	retromer complex	4	0	0.01	1.000
176	GO:0030915	Smc5-Smc6 complex	5	0	0.01	1.000
177	GO:0030964	NADH dehydrogenase complex	3	0	0.01	1.000
178	GO:0031011	Ino80 complex	10	0	0.02	1.000
179	GO:0031012	extracellular matrix	3	0	0.01	1.000
180	GO:0031090	organelle membrane	130	0	0.31	1.000
181	GO:0031225	anchored component of membrane	8	0	0.02	1.000
182	GO:0031227	intrinsic component of endoplasmic retic...	7	0	0.02	1.000
183	GO:0031231	intrinsic component of peroxisomal membr...	9	0	0.02	1.000
184	GO:0031234	extrinsic component of cytoplasmic side ...	3	0	0.01	1.000
185	GO:0031248	protein acetyltransferase complex	14	0	0.03	1.000
186	GO:0031300	intrinsic component of organelle membran...	18	0	0.04	1.000
187	GO:0031301	integral component of organelle membrane	18	0	0.04	1.000
188	GO:0031410	cytoplasmic vesicle	20	0	0.05	1.000
189	GO:0031461	cullin-RING ubiquitin ligase complex	6	0	0.01	1.000
190	GO:0031903	microbody membrane	11	0	0.03	1.000
191	GO:0031966	mitochondrial membrane	41	0	0.1	1.000
192	GO:0031967	organelle envelope	61	0	0.14	1.000
193	GO:0031968	organelle outer membrane	13	0	0.03	1.000
194	GO:0031974	membrane-enclosed lumen	73	0	0.17	1.000
195	GO:0031975	envelope	61	0	0.14	1.000
196	GO:0031981	nuclear lumen	61	0	0.14	1.000
197	GO:0031982	vesicle	20	0	0.05	1.000
198	GO:0031984	organelle subcompartment	43	0	0.1	1.000
199	GO:0032040	small-subunit processome	9	0	0.02	1.000
200	GO:0032777	Piccolo NuA4 histone acetyltransferase c...	3	0	0.01	1.000
201	GO:0033176	proton-transporting V-type ATPase comple...	13	0	0.03	1.000
202	GO:0033177	proton-transporting two-sector ATPase co...	21	0	0.05	1.000
203	GO:0033178	proton-transporting two-sector ATPase co...	22	0	0.05	1.000
204	GO:0033179	proton-transporting V-type ATPase, V0 do...	7	0	0.02	1.000
205	GO:0033180	proton-transporting V-type ATPase, V1 do...	3	0	0.01	1.000
206	GO:0033588	elongator holoenzyme complex	3	0	0.01	1.000
207	GO:0034357	photosynthetic membrane	57	0	0.13	1.000
208	GO:0034708	methyltransferase complex	3	0	0.01	1.000
209	GO:0035267	NuA4 histone acetyltransferase complex	5	0	0.01	1.000
210	GO:0042175	nuclear outer membrane-endoplasmic retic...	42	0	0.1	1.000
211	GO:0042555	MCM complex	3	0	0.01	1.000
212	GO:0042579	microbody	32	0	0.08	1.000
213	GO:0042651	thylakoid membrane	27	0	0.06	1.000
214	GO:0042765	GPI-anchor transamidase complex	4	0	0.01	1.000
215	GO:0043189	H4/H2A histone acetyltransferase complex	6	0	0.01	1.000
216	GO:0043233	organelle lumen	73	0	0.17	1.000
217	GO:0044391	ribosomal subunit	20	0	0.05	1.000
218	GO:0045259	proton-transporting ATP synthase complex	16	0	0.04	1.000
219	GO:0045261	proton-transporting ATP synthase complex...	10	0	0.02	1.000
220	GO:0045263	proton-transporting ATP synthase complex...	6	0	0.01	1.000
221	GO:0045271	respiratory chain complex I	3	0	0.01	1.000
222	GO:0045275	respiratory chain complex III	3	0	0.01	1.000
223	GO:0046540	U4/U6 x U5 tri-snRNP complex	3	0	0.01	1.000
224	GO:0048046	apoplast	21	0	0.05	1.000
225	GO:0048475	coated membrane	34	0	0.08	1.000
226	GO:0048500	signal recognition particle	10	0	0.02	1.000
227	GO:0055029	nuclear DNA-directed RNA polymerase comp...	19	0	0.04	1.000
228	GO:0061695	transferase complex, transferring phosph...	22	0	0.05	1.000
229	GO:0070013	intracellular organelle lumen	73	0	0.17	1.000
230	GO:0070069	cytochrome complex	8	0	0.02	1.000
231	GO:0070461	SAGA-type complex	6	0	0.01	1.000
232	GO:0070469	respirasome	9	0	0.02	1.000
233	GO:0070603	SWI/SNF superfamily-type complex	10	0	0.02	1.000
234	GO:0070652	HAUS complex	3	0	0.01	1.000
235	GO:0071256	translocon complex	3	0	0.01	1.000
236	GO:0071944	cell periphery	111	0	0.26	1.000
237	GO:0072588	box H/ACA RNP complex	3	0	0.01	1.000
238	GO:0090575	RNA polymerase II transcription regulato...	18	0	0.04	1.000
239	GO:0090576	RNA polymerase III transcription regulat...	3	0	0.01	1.000
240	GO:0097346	INO80-type complex	10	0	0.02	1.000
241	GO:0097525	spliceosomal snRNP complex	7	0	0.02	1.000
242	GO:0097526	spliceosomal tri-snRNP complex	3	0	0.01	1.000
243	GO:0097708	intracellular vesicle	20	0	0.05	1.000
244	GO:0098552	side of membrane	3	0	0.01	1.000
245	GO:0098562	cytoplasmic side of membrane	3	0	0.01	1.000
246	GO:0098588	bounding membrane of organelle	63	0	0.15	1.000
247	GO:0098590	plasma membrane region	5	0	0.01	1.000
248	GO:0098687	chromosomal region	8	0	0.02	1.000
249	GO:0098796	membrane protein complex	192	0	0.45	1.000
250	GO:0098797	plasma membrane protein complex	20	0	0.05	1.000
251	GO:0098798	mitochondrial protein-containing complex	25	0	0.06	1.000
252	GO:0098799	outer mitochondrial membrane protein com...	5	0	0.01	1.000
253	GO:0098800	inner mitochondrial membrane protein com...	20	0	0.05	1.000
254	GO:0098803	respiratory chain complex	7	0	0.02	1.000
255	GO:0098827	endoplasmic reticulum subcompartment	42	0	0.1	1.000
256	GO:0099023	vesicle tethering complex	28	0	0.07	1.000
257	GO:0099080	supramolecular complex	30	0	0.07	1.000
258	GO:0099081	supramolecular polymer	28	0	0.07	1.000
259	GO:0099512	supramolecular fiber	28	0	0.07	1.000
260	GO:0099513	polymeric cytoskeletal fiber	28	0	0.07	1.000
261	GO:0106068	SUMO ligase complex	5	0	0.01	1.000
262	GO:0120114	Sm-like protein family complex	10	0	0.02	1.000
263	GO:0140513	nuclear protein-containing complex	135	0	0.32	1.000
264	GO:0140534	endoplasmic reticulum protein-containing...	20	0	0.05	1.000
265	GO:0140535	intracellular protein-containing complex	97	0	0.23	1.000
266	GO:1902493	acetyltransferase complex	14	0	0.03	1.000
267	GO:1902494	catalytic complex	177	0	0.42	1.000
268	GO:1902495	transmembrane transporter complex	7	0	0.02	1.000
269	GO:1902562	H4 histone acetyltransferase complex	6	0	0.01	1.000
270	GO:1903293	phosphatase complex	11	0	0.03	1.000
271	GO:1904949	ATPase complex	10	0	0.02	1.000
272	GO:1905354	exoribonuclease complex	5	0	0.01	1.000
273	GO:1905360	GTPase complex	3	0	0.01	1.000
274	GO:1905368	peptidase complex	41	0	0.1	1.000
275	GO:1905369	endopeptidase complex	33	0	0.08	1.000
276	GO:1990204	oxidoreductase complex	33	0	0.08	1.000
277	GO:1990234	transferase complex	68	0	0.16	1.000
278	GO:1990351	transporter complex	7	0	0.02	1.000
279	GO:1990904	ribonucleoprotein complex	68	0	0.16	1.000
